TOP_20,1.504379093E9,dmgpce6,6dzkdm
Rewardoffered,1.504378936E9,dmgpaio,6dzkdm
TOP_20,1.504378731E9,dmgp874,6dzkdm
Rewardoffered,1.504378236E9,dmgp2ks,6dzkdm
TOP_20,1.504377811E9,dmgoxof,6dzkdm
Rewardoffered,1.504376641E9,dmgokgy,6dzkdm
TOP_20,1.50437659E9,dmgojv9,6dzkdm
Rewardoffered,1.504376549E9,dmgojfg,6dzkdm
TOP_20,1.504375546E9,dmgo8lv,6dzkdm
Rewardoffered,1.504375124E9,dmgo43a,6dzkdm
TOP_20,1.504371662E9,dmgn2sx,6dzkdm
Rewardoffered,1.504365983E9,dmgl9js,6dzkdm
DemonBurritoCat,1.504350899E9,dmgdsaq,6dzkdm
TOP_20,1.504346751E9,dmganpi,6dzkdm
DemonBurritoCat,1.504299849E9,dmf7tue,6dzkdm
Rewardoffered,1.504292436E9,dmf3pxw,6dzkdm
yawa_w0rht,1.504281925E9,dmezu4a,6dzkdm
Rewardoffered,1.504268399E9,dmetifq,6dzkdm
DemonBurritoCat,1.504267677E9,dmet2gl,6dzkdm
Rewardoffered,1.504267426E9,dmeswv3,6dzkdm
DemonBurritoCat,1.504264223E9,dmeqqs2,6dzkdm
Rewardoffered,1.504260854E9,dmeo5ra,6dzkdm
False1512,1.504260429E9,dmentxd,6dzkdm
Rewardoffered,1.504259304E9,dmemxyb,6dzkdm
False1512,1.504258954E9,dmemnpd,6dzkdm
TOP_20,1.504255961E9,dmek83h,6dzkdm
Rewardoffered,1.504255255E9,dmejnrz,6dzkdm
yawa_w0rht,1.504248479E9,dmee8j7,6dzkdm
TOP_20,1.504246679E9,dmecpux,6dzkdm
Rewardoffered,1.504243783E9,dmea6s8,6dzkdm
TOP_20,1.504239394E9,dme6406,6dzkdm
DemonBurritoCat,1.504227974E9,dmduvyq,6dzkdm
TOP_20,1.504217841E9,dmdl11z,6dzkdm
DemonBurritoCat,1.504212032E9,dmdgb43,6dzkdm
Rewardoffered,1.504193966E9,dmd8467,6dzkdm
rodinj,1.504191584E9,dmd743t,6dzkdm
Rewardoffered,1.504184109E9,dmd3ef4,6dzkdm
TOP_20,1.504178925E9,dmd05ui,6dzkdm
DemonBurritoCat,1.504176419E9,dmcyea2,6dzkdm
False1512,1.504174728E9,dmcx5ra,6dzkdm
DemonBurritoCat,1.504165621E9,dmcq5m8,6dzkdm
Rewardoffered,1.504159342E9,dmckyc4,6dzkdm
yawa_w0rht,1.504155733E9,dmchp5r,6dzkdm
DemonBurritoCat,1.504126187E9,dmbqkf6,6dzkdm
Rewardoffered,1.504092143E9,dmbamyo,6dzkdm
TOP_20,1.50409144E9,dmba4je,6dzkdm
Rewardoffered,1.504090867E9,dmb9pmr,6dzkdm
DemonBurritoCat,1.504090712E9,dmb9lim,6dzkdm
Rewardoffered,1.504090663E9,dmb9k9l,6dzkdm
DemonBurritoCat,1.504090599E9,dmb9ijr,6dzkdm
Rewardoffered,1.504090465E9,dmb9f3f,6dzkdm
DemonBurritoCat,1.504090302E9,dmb9at2,6dzkdm
Rewardoffered,1.50409017E9,dmb97bj,6dzkdm
DemonBurritoCat,1.504089658E9,dmb8tp7,6dzkdm
False1512,1.504087921E9,dmb7htb,6dzkdm
DemonBurritoCat,1.504087779E9,dmb7dv4,6dzkdm
False1512,1.504084825E9,dmb51f6,6dzkdm
DemonBurritoCat,1.50408474E9,dmb4z0s,6dzkdm
False1512,1.50408472E9,dmb4yfj,6dzkdm
DemonBurritoCat,1.504083052E9,dmb3m5t,6dzkdm
Rewardoffered,1.50408276E9,dmb3ds4,6dzkdm
DemonBurritoCat,1.504082659E9,dmb3avu,6dzkdm
Rewardoffered,1.504082647E9,dmb3air,6dzkdm
DemonBurritoCat,1.504082566E9,dmb387v,6dzkdm
Rewardoffered,1.504082506E9,dmb36i7,6dzkdm
DemonBurritoCat,1.504076906E9,dmays2i,6dzkdm
yawa_w0rht,1.504076575E9,dmayiv0,6dzkdm
False1512,1.504075449E9,dmaxlt2,6dzkdm
yawa_w0rht,1.504075385E9,dmaxjvw,6dzkdm
False1512,1.504074545E9,dmawuq0,6dzkdm
DemonBurritoCat,1.504071925E9,dmaum8i,6dzkdm
TOP_20,1.504071871E9,dmaukhf,6dzkdm
DemonBurritoCat,1.504071807E9,dmauig8,6dzkdm
TOP_20,1.504071791E9,dmauhxy,6dzkdm
DemonBurritoCat,1.504071732E9,dmaug2f,6dzkdm
TOP_20,1.504071712E9,dmaufg9,6dzkdm
DemonBurritoCat,1.504071122E9,dmatwr0,6dzkdm
TOP_20,1.504071083E9,dmatvim,6dzkdm
DemonBurritoCat,1.504070292E9,dmat644,6dzkdm
TOP_20,1.504070233E9,dmat473,6dzkdm
DemonBurritoCat,1.504068126E9,dmar7aw,6dzkdm
TOP_20,1.504068107E9,dmar6nx,6dzkdm
DemonBurritoCat,1.504068037E9,dmar4ah,6dzkdm
TOP_20,1.504068026E9,dmar3ww,6dzkdm
DemonBurritoCat,1.504067983E9,dmar2gm,6dzkdm
TOP_20,1.504067978E9,dmar2au,6dzkdm
DemonBurritoCat,1.504067922E9,dmar0ek,6dzkdm
TOP_20,1.50406791E9,dmar01b,6dzkdm
DemonBurritoCat,1.504067871E9,dmaqyr8,6dzkdm
TOP_20,1.504067866E9,dmaqyjz,6dzkdm
DemonBurritoCat,1.504067787E9,dmaqvxg,6dzkdm
TOP_20,1.504067769E9,dmaqva0,6dzkdm
DemonBurritoCat,1.504067688E9,dmaqsj7,6dzkdm
TOP_20,1.504067682E9,dmaqscn,6dzkdm
DemonBurritoCat,1.50406762E9,dmaqq6q,6dzkdm
TOP_20,1.504067602E9,dmaqplv,6dzkdm
